Satisfação,Gênero,Tipo de Cliente,Idade,Tipo de Viagem,Classe,Distância do Voo,Conforto do Banco,Tempo de Viagem,Comida e Bebida,Local do Portão,Serviço de Wifi no Voo,Entretenimento no Voo,Suporte Online,Facilidade na Reserva Online,Serviços a Bordo,Espaço para Pernas,Manuseio das Bagagens,Serviço de Checkin,Limpeza,Embarque Online,Atraso na Saída em minutos,Atraso na Chegada em minutos
Satisfeito,Homem,Fiel,45,A Negócios,Executiva,2784,1,1,1,1,2,5,4,5,5,5,5,4,5,2,16,4
Satisfeito,Mulher,Fiel,23,A Negócios,Executiva,5205,5,5,5,5,5,5,5,5,2,1,5,3,1,5,0,0
Satisfeito,Homem,Fiel,47,A Negócios,Executiva,3160,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0
Satisfeito,Homem,Fiel,44,A Negócios,Executiva,3409,4,4,4,4,4,5,5,5,5,5,5,3,5,3,10,0
Satisfeito,Mulher,Fiel,59,A Negócios,Executiva,3277,3,3,2,3,3,4,4,5,5,5,5,5,5,4,40,31
Satisfeito,Mulher,Fiel,48,A Negócios,Executiva,850,1,1,1,1,2,5,5,5,5,5,5,3,5,4,54,59
Satisfeito,Mulher,Fiel,41,A Negócios,Executiva,3719,4,4,4,4,5,5,5,4,5,5,3,5,2,5,116,161
Satisfeito,Mulher,Fiel,35,A Negócios,Executiva,842,3,3,3,3,2,5,5,5,5,5,5,5,5,4,0,0
Satisfeito,Mulher,Fiel,21,A Negócios,Executiva,4749,3,3,3,3,5,5,5,5,4,4,1,2,4,5,32,30
Satisfeito,Homem,Fiel,21,A Negócios,Executiva,1868,3,3,3,3,5,5,5,5,1,1,4,3,5,5,0,0
Satisfeito,Mulher,Fiel,49,A Negócios,Executiva,1852,2,2,2,2,3,5,5,5,5,5,5,3,5,5,0,0
Satisfeito,Homem,Fiel,41,A Negócios,Executiva,2097,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,3
Satisfeito,Mulher,Fiel,10,A Negócios,Executiva,2134,1,1,1,1,5,5,5,5,3,2,4,2,4,5,0,0
Satisfeito,Mulher,Fiel,57,A Negócios,Executiva,865,5,5,5,5,5,5,4,5,5,5,5,5,5,4,9,0
Satisfeito,Homem,Fiel,52,A Negócios,Executiva,2035,3,3,3,3,3,5,4,5,5,5,5,3,5,4,1,0
Satisfeito,Homem,Fiel,49,A Negócios,Executiva,877,2,2,2,2,3,4,5,5,5,5,5,4,5,5,0,0
Satisfeito,Mulher,Fiel,48,A Negócios,Executiva,856,3,3,3,3,3,1,5,5,5,5,5,4,5,3,0,0
Satisfeito,Homem,Fiel,39,A Negócios,Executiva,850,4,4,4,4,2,4,5,5,5,5,5,4,5,4,15,1
Satisfeito,Mulher,Fiel,39,A Negócios,Executiva,3127,3,3,3,3,3,5,5,5,5,5,5,5,5,5,61,60
Satisfeito,Mulher,Fiel,34,A Negócios,Executiva,2653,1,1,1,1,5,4,2,5,5,5,5,2,5,3,0,17
Satisfeito,Mulher,Fiel,29,A Negócios,Executiva,2328,5,5,5,5,5,5,5,5,3,3,5,5,4,5,0,0
Satisfeito,Homem,Fiel,24,A Negócios,Executiva,1614,5,5,2,5,5,5,5,5,3,4,1,5,5,5,34,23
Satisfeito,Homem,Fiel,22,A Negócios,Executiva,4286,4,4,4,4,5,5,5,5,5,5,4,5,4,5,5,0
Satisfeito,Mulher,Fiel,59,A Negócios,Executiva,3680,4,5,4,4,5,4,4,5,5,5,5,3,5,4,12,4
Satisfeito,Mulher,Fiel,49,A Negócios,Executiva,835,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,0
Satisfeito,Mulher,Fiel,47,A Negócios,Executiva,866,1,1,1,1,3,5,5,5,5,5,5,4,5,4,28,27
Satisfeito,Homem,Fiel,54,A Negócios,Executiva,864,3,3,3,3,3,5,1,5,5,5,5,2,5,1,0,0
Satisfeito,Homem,Fiel,49,A Negócios,Executiva,1804,5,5,5,5,1,2,4,5,5,5,5,4,5,1,0,0
Satisfeito,Mulher,Fiel,44,A Negócios,Executiva,2314,1,1,1,1,2,4,3,5,5,5,5,1,5,2,0,0
Satisfeito,Mulher,Fiel,46,A Negócios,Executiva,851,3,3,4,3,1,4,1,5,5,5,5,1,5,2,6,40
Satisfeito,Homem,Fiel,45,A Negócios,Executiva,3027,4,4,4,4,1,3,3,5,5,5,5,3,5,2,3,0
Satisfeito,Homem,Fiel,45,A Negócios,Executiva,839,5,5,5,5,3,3,4,5,5,5,5,1,5,4,5,29
Satisfeito,Mulher,Fiel,55,A Negócios,Executiva,2816,3,3,5,3,5,4,5,5,5,5,5,4,5,4,28,27
Satisfeito,Homem,Fiel,55,A Negócios,Executiva,860,3,3,3,3,4,4,4,5,5,5,5,3,5,3,4,10
Satisfeito,Homem,Fiel,46,A Negócios,Executiva,2049,5,5,3,5,2,5,5,5,5,5,5,3,5,4,40,26
Satisfeito,Mulher,Fiel,53,A Negócios,Executiva,3429,5,5,4,5,4,5,4,5,5,5,5,4,5,3,37,31
Satisfeito,Homem,Fiel,52,A Negócios,Executiva,2552,5,5,5,5,5,5,5,5,5,5,5,4,5,4,14,10
Satisfeito,Mulher,Fiel,52,A Negócios,Executiva,872,2,2,2,2,2,5,4,5,5,5,5,5,5,3,0,0
Satisfeito,Mulher,Fiel,34,A Negócios,Executiva,858,2,2,2,2,5,5,5,5,5,5,5,5,5,5,6,0
Satisfeito,Homem,Fiel,22,A Negócios,Executiva,2803,5,5,3,5,5,5,5,5,4,3,4,5,4,5,0,0
Satisfeito,Homem,Fiel,58,A Negócios,Executiva,2754,1,1,1,1,2,4,4,5,5,5,5,4,5,3,88,96
Satisfeito,Homem,Fiel,49,A Negócios,Executiva,841,1,1,1,1,4,5,5,5,5,5,5,4,5,5,14,0
Satisfeito,Mulher,Fiel,35,A Negócios,Executiva,840,2,2,2,2,3,5,4,5,5,5,5,3,5,5,26,39
Satisfeito,Homem,Fiel,22,A Negócios,Executiva,4741,2,2,2,2,5,5,5,4,2,5,4,5,4,5,41,133
Satisfeito,Homem,Fiel,43,A Negócios,Executiva,2767,4,4,4,4,2,5,2,5,5,5,5,3,5,3,0,0
Satisfeito,Mulher,Fiel,22,A Negócios,Executiva,2249,1,1,1,1,5,5,5,5,4,3,1,4,3,5,0,0
Satisfeito,Homem,Fiel,55,A Negócios,Executiva,2136,3,3,3,3,5,4,5,5,5,5,5,3,5,5,30,24
Satisfeito,Mulher,Fiel,52,A Negócios,Executiva,819,3,3,5,3,3,4,5,5,5,5,5,3,5,5,6,6
Satisfeito,Homem,Fiel,24,A Negócios,Executiva,4509,1,1,1,1,5,5,5,5,3,3,2,1,2,5,39,38
Satisfeito,Homem,Fiel,45,A Negócios,Executiva,2614,4,4,4,4,5,5,5,5,5,5,5,1,5,3,0,0
Satisfeito,Homem,Fiel,44,A Negócios,Executiva,856,3,3,3,3,1,2,1,5,5,5,5,5,5,3,2,0
Satisfeito,Mulher,Fiel,39,A Negócios,Executiva,1698,2,2,4,2,5,4,4,5,5,5,5,4,5,5,0,0
Satisfeito,Homem,Fiel,37,A Negócios,Executiva,1627,2,4,2,2,1,1,2,5,5,5,5,2,5,1,31,35
Satisfeito,Homem,Fiel,56,A Negócios,Executiva,3352,5,5,5,5,3,4,4,5,5,5,5,4,5,4,45,54
Satisfeito,Mulher,Fiel,51,A Negócios,Executiva,1617,2,2,2,2,2,4,5,5,5,5,5,5,5,5,0,21
Satisfeito,Mulher,Fiel,54,A Negócios,Executiva,2707,1,4,1,1,5,5,4,5,5,5,5,3,5,4,0,0
Satisfeito,Mulher,Fiel,48,A Negócios,Executiva,2318,4,4,4,4,3,5,4,5,5,5,5,3,5,4,4,0
Satisfeito,Mulher,Fiel,31,A Negócios,Executiva,1661,4,4,2,4,5,5,5,5,3,5,4,3,4,5,0,0
Satisfeito,Homem,Fiel,28,A Negócios,Executiva,3993,4,4,4,4,5,5,5,5,4,1,3,5,3,5,0,0
Satisfeito,Mulher,Fiel,59,A Negócios,Executiva,819,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0
Satisfeito,Homem,Fiel,52,A Negócios,Executiva,820,4,4,4,4,5,5,4,5,5,5,5,3,5,4,0,0
Satisfeito,Homem,Fiel,50,A Negócios,Executiva,3654,3,5,3,3,4,5,4,5,5,5,5,3,5,4,0,0
Satisfeito,Homem,Fiel,49,A Negócios,Executiva,828,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,0
Satisfeito,Homem,Fiel,47,A Negócios,Executiva,3726,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0
Satisfeito,Mulher,Fiel,45,A Negócios,Executiva,853,1,1,1,1,2,5,4,5,5,5,5,4,5,4,15,10
Satisfeito,Mulher,Fiel,38,A Negócios,Executiva,862,1,1,5,1,3,5,5,5,5,5,5,3,5,5,0,0
Satisfeito,Mulher,Fiel,30,A Negócios,Executiva,2385,2,2,2,2,5,5,5,5,3,4,5,3,4,5,0,0
Satisfeito,Mulher,Fiel,29,A Negócios,Executiva,3455,4,4,4,4,5,5,5,5,4,1,2,3,5,5,0,0
Satisfeito,Homem,Fiel,61,A Negócios,Executiva,3868,2,2,3,2,4,2,4,5,5,5,5,1,5,2,5,0
Satisfeito,Mulher,Fiel,53,A Negócios,Executiva,839,5,5,5,5,2,5,4,5,5,5,5,3,5,4,0,16
Satisfeito,Homem,Fiel,46,A Negócios,Executiva,853,5,5,5,5,4,4,5,5,5,5,5,5,5,4,16,0
Satisfeito,Mulher,Fiel,43,A Negócios,Executiva,847,3,3,2,3,2,5,4,5,5,5,5,3,5,5,0,0
Satisfeito,Mulher,Fiel,26,A Negócios,Executiva,1981,5,5,5,5,5,5,5,5,4,2,4,4,5,5,0,0
Satisfeito,Homem,Fiel,29,A Negócios,Executiva,3507,1,1,1,1,5,5,5,5,4,3,1,1,1,5,0,0
Satisfeito,Homem,Fiel,56,A Negócios,Executiva,2819,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,0
Satisfeito,Homem,Fiel,42,A Negócios,Executiva,3371,5,5,1,5,5,5,5,5,5,5,5,5,5,3,0,0
Satisfeito,Mulher,Fiel,22,A Negócios,Executiva,3817,4,4,4,4,5,5,5,5,4,2,4,3,5,5,0,0
Satisfeito,Homem,Fiel,52,A Negócios,Executiva,845,4,4,4,4,2,5,5,5,5,5,5,4,5,4,1,0
Satisfeito,Mulher,Fiel,46,A Negócios,Executiva,2755,2,2,2,2,5,5,5,4,4,4,4,5,5,5,140,116
Satisfeito,Mulher,Fiel,43,A Negócios,Executiva,842,4,4,4,4,5,4,4,5,5,5,5,3,5,5,0,0
Satisfeito,Homem,Fiel,28,A Negócios,Executiva,2506,2,1,2,2,5,5,5,5,4,5,4,3,4,5,0,0
Satisfeito,Mulher,Fiel,17,A Negócios,Executiva,2325,3,3,3,3,5,5,5,5,1,3,2,4,4,5,0,0
Satisfeito,Mulher,Fiel,25,A Negócios,Executiva,3331,1,1,1,1,5,5,5,5,4,5,5,4,4,5,2,2
Satisfeito,Mulher,Fiel,22,A Negócios,Executiva,2318,5,5,5,5,5,5,5,5,1,5,1,2,5,5,0,0
Satisfeito,Homem,Fiel,60,A Negócios,Executiva,815,5,5,5,5,3,4,5,5,5,5,5,5,5,5,0,0
Satisfeito,Homem,Fiel,60,A Negócios,Executiva,825,4,4,4,4,3,5,5,5,5,5,5,5,5,3,19,13
Satisfeito,Mulher,Fiel,60,A Negócios,Executiva,2349,4,1,4,4,3,5,5,5,5,5,5,5,5,3,16,25
Satisfeito,Mulher,Fiel,58,A Negócios,Executiva,2936,1,1,1,1,2,5,4,5,5,5,5,5,5,3,21,40
Satisfeito,Mulher,Fiel,56,A Negócios,Executiva,838,2,2,2,2,2,5,4,5,5,5,5,3,5,3,0,0
Satisfeito,Homem,Fiel,52,A Negócios,Executiva,3541,5,5,5,5,3,4,5,5,5,5,5,4,5,3,0,0
Satisfeito,Homem,Fiel,48,A Negócios,Executiva,2087,5,5,5,5,4,5,4,5,5,5,5,5,5,4,0,0
Satisfeito,Homem,Fiel,45,A Negócios,Executiva,3853,4,1,4,4,5,5,5,5,5,5,5,5,5,3,0,0
Satisfeito,Homem,Fiel,45,A Negócios,Executiva,2715,4,4,4,4,2,5,5,5,5,5,5,4,5,5,0,0
Satisfeito,Homem,Fiel,44,A Negócios,Executiva,3510,3,3,3,3,4,4,5,5,5,5,5,3,5,3,30,6
Satisfeito,Homem,Fiel,43,A Negócios,Executiva,848,4,4,4,4,4,5,5,5,5,5,5,4,5,4,0,0
Satisfeito,Mulher,Fiel,43,A Negócios,Executiva,837,3,3,3,3,4,5,5,5,5,5,5,3,5,4,29,34
Satisfeito,Mulher,Fiel,41,A Negócios,Executiva,3964,1,1,1,1,4,4,5,5,5,5,5,3,5,3,14,0
Satisfeito,Homem,Fiel,41,A Negócios,Executiva,810,2,2,2,2,2,5,4,5,5,5,5,5,5,5,24,15
Satisfeito,Homem,Fiel,41,A Negócios,Executiva,852,2,2,1,2,3,4,5,5,5,5,5,5,5,5,58,58
Satisfeito,Homem,Fiel,40,A Negócios,Executiva,3008,4,4,2,4,1,3,5,5,5,5,5,2,5,5,0,24
Satisfeito,Mulher,Fiel,39,A Negócios,Executiva,809,4,4,4,4,2,5,5,5,5,5,5,4,5,3,57,74
Satisfeito,Homem,Fiel,39,A Negócios,Executiva,3272,5,5,5,5,5,4,4,5,5,5,5,4,5,3,14,15
Satisfeito,Homem,Fiel,38,A Negócios,Executiva,825,5,5,5,5,5,3,1,5,5,5,5,5,5,1,0,24
Satisfeito,Mulher,Fiel,38,A Negócios,Executiva,819,4,4,4,4,1,5,2,5,5,5,5,4,5,3,0,0
Satisfeito,Mulher,Fiel,26,A Negócios,Executiva,2068,4,4,4,4,5,5,5,5,3,2,1,5,5,5,3,0
Satisfeito,Mulher,Fiel,17,A Negócios,Executiva,3848,1,1,1,1,5,5,5,5,3,4,5,5,5,5,0,0
Satisfeito,Homem,Fiel,57,A Negócios,Executiva,3868,1,1,1,1,5,5,5,5,5,5,5,4,5,4,0,0
Satisfeito,Homem,Fiel,41,A Negócios,Executiva,814,3,3,3,3,4,5,4,5,5,5,5,4,5,3,8,3
Satisfeito,Homem,Fiel,59,A Negócios,Executiva,827,2,2,2,2,2,4,4,5,5,5,5,4,5,5,0,0
Satisfeito,Mulher,Fiel,42,A Negócios,Executiva,818,1,1,5,1,3,4,4,5,5,5,5,4,5,4,0,0
Satisfeito,Homem,Fiel,28,A Negócios,Executiva,4536,3,3,3,3,5,5,5,5,4,3,5,4,4,5,32,15
Satisfeito,Homem,Fiel,25,A Negócios,Executiva,2743,1,1,1,1,5,5,5,5,5,4,5,4,4,5,14,6
Satisfeito,Mulher,Fiel,55,A Negócios,Executiva,808,4,4,3,4,5,4,4,5,5,5,5,3,5,3,13,24
Satisfeito,Homem,Fiel,27,A Negócios,Executiva,4953,2,2,2,2,5,5,5,5,4,5,4,3,3,5,0,0
Satisfeito,Mulher,Fiel,30,A Negócios,Executiva,3982,2,2,2,2,5,5,5,5,5,3,1,2,2,5,0,0
Satisfeito,Homem,Fiel,38,A Negócios,Executiva,2596,5,5,5,5,2,3,3,5,5,5,5,1,5,3,0,0
Satisfeito,Homem,Fiel,48,A Negócios,Econômica,2826,5,3,3,3,5,5,5,5,2,4,2,2,5,5,0,0
Satisfeito,Homem,Fiel,48,A Negócios,Econômica,2114,5,5,5,5,5,5,5,5,2,5,1,2,1,5,0,0
Satisfeito,Mulher,Fiel,48,A Negócios,Econômica,1086,5,4,2,4,1,5,1,5,5,5,5,2,5,1,7,0
Satisfeito,Homem,Fiel,48,A Negócios,Econômica,2073,5,2,4,4,5,5,5,5,4,2,4,1,1,5,0,0
Satisfeito,Homem,Fiel,48,A Negócios,Econômica,2489,5,1,1,1,5,5,5,5,3,5,3,3,2,5,8,0
Satisfeito,Homem,Fiel,48,A Negócios,Econômica,3118,5,2,2,2,5,5,5,5,4,1,4,4,1,5,0,0
Satisfeito,Mulher,Fiel,48,A Negócios,Econômica,893,5,3,3,3,2,3,2,5,5,5,5,2,5,2,10,19
Satisfeito,Mulher,Fiel,48,A Negócios,Econômica,2740,5,4,4,4,5,5,5,2,2,5,4,5,1,5,205,196
Satisfeito,Mulher,Fiel,48,A Negócios,Econômica,593,5,1,5,1,1,2,1,5,5,5,5,4,5,1,12,3
Satisfeito,Mulher,Fiel,47,A Negócios,Econômica,1217,5,3,3,3,3,2,1,5,5,5,5,3,5,2,0,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,1946,5,5,5,5,5,5,5,5,5,2,4,4,4,5,31,14
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,2079,5,2,2,2,5,5,5,5,5,5,5,3,1,5,0,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,1548,5,1,5,1,5,5,5,5,2,4,2,4,4,5,0,6
Satisfeito,Mulher,Fiel,47,A Negócios,Econômica Plus,825,5,2,3,2,5,3,2,5,5,5,5,4,5,4,0,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,2177,5,1,1,1,5,5,5,5,2,5,4,1,1,5,6,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,1730,5,2,2,2,5,5,5,5,2,2,5,3,3,5,1,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,1439,5,5,5,5,5,5,5,5,5,5,2,4,5,5,6,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,1189,5,5,5,5,5,5,5,5,5,5,4,4,2,5,0,0
Satisfeito,Mulher,Fiel,47,A Negócios,Econômica,379,5,2,2,2,2,3,5,5,5,5,5,3,5,1,13,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica Plus,1441,5,5,5,5,5,5,5,5,3,1,3,2,5,5,0,2
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,1668,5,4,4,4,5,5,5,5,4,2,1,5,3,5,24,21
Satisfeito,Homem,Fiel,47,A Negócios,Econômica Plus,1255,5,2,2,2,5,5,5,5,2,5,5,5,1,5,0,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,1078,5,1,1,1,5,5,5,5,1,4,4,5,3,5,0,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,1810,5,4,4,4,5,5,5,5,3,5,5,3,3,5,0,0
Satisfeito,Homem,Fiel,47,A Negócios,Econômica,2028,5,3,3,3,5,5,5,3,2,5,5,5,4,5,142,158
Satisfeito,Mulher,Fiel,47,A Negócios,Econômica,59,5,3,3,3,5,4,5,5,5,5,5,2,5,5,0,0
Satisfeito,Mulher,Fiel,47,A Negócios,Econômica,140,5,5,3,3,1,4,1,5,5,5,5,1,5,1,0,0
Satisfeito,Mulher,Fiel,60,A Negócios,Executiva,3284,2,2,2,2,4,5,5,5,5,5,5,4,5,4,25,36
Satisfeito,Mulher,Fiel,53,A Negócios,Executiva,821,5,5,5,5,2,5,5,5,5,5,5,4,5,3,0,0
Satisfeito,Homem,Fiel,40,A Negócios,Executiva,2677,3,1,3,3,2,4,5,5,5,5,5,3,5,5,0,0
Satisfeito,Mulher,Fiel,27,A Negócios,Executiva,2096,3,3,3,3,5,5,5,5,3,5,5,4,5,5,0,4
Satisfeito,Mulher,Fiel,27,A Negócios,Executiva,1959,4,4,4,4,5,5,5,5,4,3,4,4,5,5,1,0
Satisfeito,Homem,Fiel,24,A Negócios,Executiva,4068,4,4,4,4,5,5,5,5,4,4,3,5,3,5,0,0
Satisfeito,Mulher,Fiel,42,A Negócios,Executiva,3050,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14
Satisfeito,Homem,Fiel,39,A Negócios,Executiva,2710,2,2,2,2,2,4,5,5,5,5,5,3,5,3,12,14
Satisfeito,Mulher,Fiel,37,A Negócios,Executiva,1550,1,1,1,1,5,5,5,5,5,5,5,3,5,5,0,0
Satisfeito,Homem,Fiel,56,A Negócios,Executiva,3495,1,1,5,1,2,5,4,5,5,5,5,3,5,4,94,95
Satisfeito,Mulher,Fiel,59,A Negócios,Executiva,2170,3,1,3,3,2,4,4,5,5,5,5,5,5,3,6,0
Satisfeito,Mulher,Fiel,58,A Negócios,Executiva,1973,3,3,3,3,3,5,4,5,5,5,5,5,5,3,46,51
Satisfeito,Mulher,Fiel,57,A Negócios,Executiva,819,2,2,2,2,3,5,5,5,5,5,5,5,5,5,0,0
Satisfeito,Homem,Fiel,55,A Negócios,Executiva,3701,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,23
Satisfeito,Mulher,Fiel,54,A Negócios,Executiva,1709,5,5,5,5,5,4,4,5,5,5,5,4,5,3,1,1
Satisfeito,Mulher,Fiel,54,A Negócios,Executiva,3899,4,4,2,4,4,4,5,5,5,5,5,5,5,3,104,98
Satisfeito,Mulher,Fiel,49,A Negócios,Executiva,799,1,1,1,1,3,5,4,5,5,5,5,3,5,5,0,0
Satisfeito,Homem,Fiel,46,A Negócios,Executiva,1637,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,0
Satisfeito,Homem,Fiel,24,A Negócios,Executiva,2328,3,3,3,3,5,5,5,5,5,5,5,4,5,5,14,4
Satisfeito,Homem,Fiel,55,A Negócios,Executiva,1625,4,4,5,4,3,5,1,5,5,5,5,3,5,5,72,52
Satisfeito,Homem,Fiel,41,A Negócios,Executiva,790,1,1,1,1,1,4,3,5,5,5,5,1,5,4,0,0
Satisfeito,Homem,Fiel,36,A Negócios,Executiva,2159,3,3,3,3,4,1,3,5,5,5,5,5,5,2,0,0
Satisfeito,Mulher,Fiel,33,A Negócios,Executiva,809,5,5,5,5,3,5,5,5,5,5,5,2,5,2,0,0
Satisfeito,Homem,Fiel,30,A Negócios,Executiva,5092,3,3,4,3,5,5,5,2,5,1,5,5,3,5,219,237
Satisfeito,Homem,Fiel,57,A Negócios,Executiva,1964,4,5,4,4,5,4,5,5,5,5,5,4,5,5,0,0
Satisfeito,Homem,Fiel,54,A Negócios,Executiva,1851,3,3,3,3,5,4,5,5,5,5,5,5,5,3,16,58
Satisfeito,Homem,Fiel,53,A Negócios,Executiva,2061,2,2,2,2,5,4,4,5,5,5,5,3,5,4,0,7
Satisfeito,Homem,Fiel,49,A Negócios,Executiva,794,2,2,2,2,2,4,4,5,5,5,5,4,5,5,24,19
Satisfeito,Mulher,Fiel,49,A Negócios,Executiva,3007,3,3,3,3,2,5,5,5,5,5,5,5,5,5,1,0
Satisfeito,Homem,Fiel,42,A Negócios,Executiva,3426,2,3,2,2,5,4,4,5,5,5,5,5,5,5,0,0
Satisfeito,Homem,Fiel,39,A Negócios,Executiva,2734,5,5,5,5,2,5,4,5,5,5,5,4,5,3,10,10
Satisfeito,Mulher,Fiel,35,A Negócios,Executiva,2928,5,5,5,5,2,4,5,5,5,5,5,3,5,5,68,71
Satisfeito,Homem,Fiel,26,A Negócios,Executiva,1497,2,2,2,2,5,5,5,5,5,3,4,5,4,5,2,18
Satisfeito,Homem,Fiel,43,A Negócios,Executiva,807,3,4,3,3,3,5,4,5,5,5,5,4,5,4,15,18
Satisfeito,Homem,Fiel,60,A Negócios,Executiva,2852,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0
Satisfeito,Mulher,Fiel,55,A Negócios,Executiva,804,1,1,1,1,2,4,5,5,5,5,5,3,5,3,34,40
Satisfeito,Homem,Fiel,53,A Negócios,Executiva,804,2,2,2,2,3,4,4,5,5,5,5,5,5,5,0,0
Satisfeito,Homem,Fiel,52,A Negócios,Executiva,789,4,4,4,4,5,4,4,5,5,5,5,3,5,4,17,19
Satisfeito,Mulher,Fiel,30,A Negócios,Executiva,2062,2,2,2,2,5,5,5,5,4,3,5,4,4,5,0,0
Satisfeito,Homem,Fiel,29,A Negócios,Executiva,2198,1,1,2,1,5,5,5,5,4,3,5,3,5,5,0,0
Satisfeito,Homem,Fiel,29,A Negócios,Executiva,4004,4,4,4,4,5,5,5,5,5,5,2,1,2,5,0,0
Satisfeito,Mulher,Fiel,20,A Negócios,Executiva,1559,2,2,2,2,5,5,5,5,1,5,1,5,5,5,9,0
Satisfeito,Mulher,Fiel,51,A Negócios,Executiva,787,5,5,5,5,4,5,5,5,5,5,5,5,5,4,9,5
Satisfeito,Homem,Fiel,59,A Negócios,Executiva,769,1,1,1,1,4,4,5,5,5,5,5,5,5,5,13,8
Satisfeito,Mulher,Fiel,46,A Negócios,Executiva,2489,3,3,3,3,3,4,4,5,5,5,5,4,5,4,5,26
Satisfeito,Mulher,Fiel,35,A Negócios,Executiva,782,4,4,4,4,1,5,3,5,5,5,5,4,5,4,0,0
Satisfeito,Homem,Fiel,45,A Negócios,Executiva,2638,2,2,2,2,4,5,5,5,5,5,5,3,5,3,34,28
Satisfeito,Homem,Fiel,42,A Negócios,Executiva,3935,3,3,3,3,2,4,4,5,5,5,5,4,5,4,33,25
Satisfeito,Homem,Fiel,38,A Negócios,Executiva,3195,3,3,3,3,5,5,5,5,5,5,5,4,5,4,41,52
Satisfeito,Homem,Fiel,38,A Negócios,Executiva,764,3,3,3,3,4,5,4,5,5,5,5,5,5,5,1,8
Satisfeito,Mulher,Fiel,35,A Negócios,Executiva,3313,2,2,2,2,3,4,4,5,5,5,5,4,5,3,44,30
Satisfeito,Mulher,Fiel,22,A Negócios,Executiva,4766,1,3,1,1,5,5,5,5,4,4,4,4,5,5,0,0
Satisfeito,Mulher,Fiel,12,A Negócios,Executiva,4314,2,2,2,2,5,5,5,5,3,5,2,2,5,5,0,0
Satisfeito,Homem,Fiel,48,A Negócios,Executiva,2885,5,5,1,5,5,5,5,5,5,5,5,3,5,5,3,0
Satisfeito,Homem,Fiel,42,A Negócios,Executiva,3653,3,3,3,3,2,4,3,5,5,5,5,1,5,1,0,0
Satisfeito,Mulher,Fiel,40,A Negócios,Executiva,1905,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0,2
Satisfeito,Mulher,Fiel,34,A Negócios,Executiva,786,3,3,3,3,3,5,2,5,5,5,5,2,5,1,0,0
Satisfeito,Homem,Fiel,26,A Negócios,Executiva,3639,5,4,5,5,5,5,5,5,1,5,2,3,5,5,0,10
Satisfeito,Homem,Fiel,25,A Negócios,Executiva,3354,2,2,2,2,5,5,5,5,5,2,3,1,5,5,0,0
Satisfeito,Mulher,Fiel,7,A Negócios,Executiva,4557,4,4,4,4,5,5,5,5,5,1,2,1,3,5,0,0
Satisfeito,Mulher,Fiel,59,A Negócios,Executiva,3458,1,1,1,1,2,4,4,5,5,5,5,5,5,3,0,0
Satisfeito,Homem,Fiel,59,A Negócios,Executiva,798,2,2,2,2,5,5,5,5,5,5,5,5,5,4,22,1
Satisfeito,Homem,Fiel,58,A Negócios,Executiva,779,4,4,4,4,4,5,4,5,5,5,5,4,5,5,0,0
Satisfeito,Mulher,Fiel,57,A Negócios,Executiva,3202,1,1,1,1,3,5,5,5,5,5,5,5,5,4,0,0
Satisfeito,Mulher,Fiel,57,A Negócios,Executiva,3177,1,1,1,1,2,5,5,5,5,5,5,3,5,4,24,0
Satisfeito,Homem,Fiel,56,A Negócios,Executiva,3220,4,4,4,4,2,5,5,5,5,5,5,3,5,4,0,0
Satisfeito,Mulher,Fiel,55,A Negócios,Executiva,3361,4,4,4,4,5,5,5,5,5,5,5,4,5,3,0,0
Satisfeito,Mulher,Fiel,52,A Negócios,Executiva,3400,1,1,5,1,3,5,5,5,5,5,5,5,5,5,0,0
Satisfeito,Mulher,Fiel,51,A Negócios,Executiva,1979,5,5,5,5,4,4,5,5,5,5,5,5,5,5,37,33
Satisfeito,Mulher,Fiel,51,A Negócios,Executiva,2498,5,2,5,5,5,4,4,5,5,5,5,3,5,4,0,0
Satisfeito,Homem,Fiel,49,A Negócios,Executiva,3295,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0
